Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Проект дома №58-70ZD: сравнить перед выбором,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/58-70ZD.jpg,Дома 200–300 м²,,"Проект дома №58-70ZD. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 225,87 м²; 2 этажа; габариты 11.9×13.9 м; стены — газобетон; стиль — шале. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/58-70ZD?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5018_58-70zd_estimate&utm_term=doma-200-300-m,,"проект дома 58-70ZD, проект №58-70ZD, Дома 200–300 м², готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 225,87 м², дом газобетон, дом шале, catalog-plans.ru"
Проект дома №58-70ZE: перейти к расчёту строительства,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/58-70ZE.jpg,Дома 150–200 м²,,"Проект дома №58-70ZE. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 184,33 м²; 2 этажа; габариты 11.9×13.9 м; стены — кирпич; стиль — шале. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/58-70ZE?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5019_58-70ze_changes&utm_term=doma-150-200-m,,"проект дома 58-70ZE, проект №58-70ZE, Дома 150–200 м², готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 184,33 м², дом кирпич, дом шале, catalog-plans.ru"
Проект дома №58-70ZEL: открыть планировку и размеры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/58-70ZEL.jpg,Двухэтажные дома,,"Проект дома №58-70ZEL. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 184,33 м²; 2 этажа; габариты 11.9×13.9 м; стены — газобетон; стиль — шале. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/58-70ZEL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5020_58-70zel_plans&utm_term=dvuhetazhnye-doma,,"проект дома 58-70ZEL, проект №58-70ZEL, Двухэтажные дома, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 184,33 м², дом газобетон, дом шале, catalog-plans.ru"
"Проект дома №58-70ZHCX: фасады, планы и характеристики",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/58-70ZHCX.jpg,Одноэтажные дома,,"Проект дома №58-70ZHCX. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 240,24 м²; 1 этаж; габариты 10.6×14.6 м; стены — дерево; стиль — шале. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/58-70ZHCX?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5021_58-70zhcx_compare&utm_term=odnoetazhnye-doma,,"проект дома 58-70ZHCX, проект №58-70ZHCX, Одноэтажные дома, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 240,24 м², дом дерево, дом шале, catalog-plans.ru"
Проект дома №58-70ZHL: проверить габариты для участка,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/58-70ZHL.jpg,Дома из газобетона,,"Проект дома №58-70ZHL. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 222,6 м²; 2 этажа; габариты 12.2×14.2 м; стены — газобетон; стиль — шале. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/58-70ZHL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5022_58-70zhl_site&utm_term=doma-iz-gazobetona,,"проект дома 58-70ZHL, проект №58-70ZHL, Дома из газобетона, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 222,6 м², дом газобетон, дом шале, catalog-plans.ru"
Проект дома №58-70ZR: посмотреть все ракурсы и этажи,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/58-70ZR.jpg,Фасады домов,,"Проект дома №58-70ZR. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 176,66 м²; 2 этажа; габариты 12×14 м; стены — газобетон; стиль — шале. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/58-70ZR?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5023_58-70zr_facades&utm_term=fasady-domov,,"проект дома 58-70ZR, проект №58-70ZR, Фасады домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 176,66 м², дом газобетон, дом шале, catalog-plans.ru"
Проект дома №58-70ZT: сравнить перед выбором,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/58-70ZT.jpg,Дома 200–300 м²,,"Проект дома №58-70ZT. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 211,38 м²; 2 этажа; габариты 10.98×15.4 м; стены — газобетон; стиль — шале. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/58-70ZT?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5024_58-70zt_estimate&utm_term=doma-200-300-m,,"проект дома 58-70ZT, проект №58-70ZT, Дома 200–300 м², готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 211,38 м², дом газобетон, дом шале, catalog-plans.ru"
Проект дома №58-79A: перейти к расчёту строительства,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/58-79A.jpg,Дома до 150 м²,,"Проект дома №58-79A. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 145,65 м²; 2 этажа; габариты 9.62×11.45 м; стены — газобетон; стиль — европейский. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/58-79A?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5025_58-79a_changes&utm_term=doma-do-150-m,,"проект дома 58-79A, проект №58-79A, Дома до 150 м², готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 145,65 м², дом газобетон, дом европейский, catalog-plans.ru"
Проект дома №58-79FX: открыть планировку и размеры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/58-79FX.jpg,Проекты домов с визуализациями,,"Проект дома №58-79FX. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 139,59 м²; 2 этажа; габариты 8.4×11.15 м; стены — деревянный каркас; стиль — европейский. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/58-79FX?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5026_58-79fx_plans&utm_term=proekty-domov-s-vizualizaciyami,,"проект дома 58-79FX, проект №58-79FX, Проекты домов с визуализациями, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 139,59 м², дом деревянный каркас, дом европейский, catalog-plans.ru"
"Проект дома №58-79TK1: фасады, планы и характеристики",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/58-79TK1.jpg,Готовые проекты домов,,"Проект дома №58-79TK1. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 140,63 м²; 2 этажа; габариты 9.49×11.61 м; стены — кирпич; стиль — европейский. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/58-79TK1?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5027_58-79tk1_compare&utm_term=gotovye-proekty-domov,,"проект дома 58-79TK1, проект №58-79TK1, Готовые проекты домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 140,63 м², дом кирпич, дом европейский, catalog-plans.ru"
Проект дома №58-84BBTL: проверить габариты для участка,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/58-84BBTL.jpg,Проекты домов с визуализациями,,"Проект дома №58-84BBTL. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 157,27 м²; 1 этаж; габариты 12.3×16.8 м; стены — газобетон; стиль — скандинавский. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/58-84BBTL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5028_58-84bbtl_site&utm_term=proekty-domov-s-vizualizaciyami,,"проект дома 58-84BBTL, проект №58-84BBTL, Проекты домов с визуализациями, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 157,27 м², дом газобетон, дом скандинавский, catalog-plans.ru"
Проект дома №58-84D: посмотреть все ракурсы и этажи,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/58-84D.jpg,Скандинавские дома,,"Проект дома №58-84D. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 208,29 м²; 2 этажа; габариты 12×16.5 м; стены — газобетон; стиль — скандинавский. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/58-84D?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5029_58-84d_facades&utm_term=skandinavskie-doma,,"проект дома 58-84D, проект №58-84D, Скандинавские дома, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 208,29 м², дом газобетон, дом скандинавский, catalog-plans.ru"
Проект дома №58-89E: сравнить перед выбором,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/58-89E.jpg,Проекты домов с визуализациями,,"Проект дома №58-89E. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 82,34 м²; 1 этаж; габариты 8.4×12.75 м; стены — газобетон; стиль — скандинавский. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/58-89E?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5030_58-89e_estimate&utm_term=proekty-domov-s-vizualizaciyami,,"проект дома 58-89E, проект №58-89E, Проекты домов с визуализациями, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 82,34 м², дом газобетон, дом скандинавский, catalog-plans.ru"
Проект дома №58-92EAD: перейти к расчёту строительства,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/58-92EAD.jpg,Фасады домов,,"Проект дома №58-92EAD. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 162,95 м²; 2 этажа; габариты 10.88×11.89 м; стены — газобетон; стиль — европейский. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/58-92EAD?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5031_58-92ead_changes&utm_term=fasady-domov,,"проект дома 58-92EAD, проект №58-92EAD, Фасады домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 162,95 м², дом газобетон, дом европейский, catalog-plans.ru"
Проект дома №59-35A: открыть планировку и размеры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/59-35A.jpg,Фасады домов,,"Проект дома №59-35A. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 208,2 м²; 2 этажа; габариты 10×11.4 м; стены — газобетон; стиль — скандинавский. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/59-35A?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5032_59-35a_plans&utm_term=fasady-domov,,"проект дома 59-35A, проект №59-35A, Фасады домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 208,2 м², дом газобетон, дом скандинавский, catalog-plans.ru"
"Проект дома №59-35B: фасады, планы и характеристики",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/59-35B.jpg,Дома 200–300 м²,,"Проект дома №59-35B. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 208,2 м²; 2 этажа; габариты 11.4×13.9 м; стены — газобетон; стиль — скандинавский. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/59-35B?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5033_59-35b_compare&utm_term=doma-200-300-m,,"проект дома 59-35B, проект №59-35B, Дома 200–300 м², готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 208,2 м², дом газобетон, дом скандинавский, catalog-plans.ru"
Проект дома №59-89K: проверить габариты для участка,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/59-89K.jpg,Проекты домов с визуализациями,,"Проект дома №59-89K. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 206,66 м²; 2 этажа; габариты 8.6×15.2 м; стены — кирпич; стиль — скандинавский. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/59-89K?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5034_59-89k_site&utm_term=proekty-domov-s-vizualizaciyami,,"проект дома 59-89K, проект №59-89K, Проекты домов с визуализациями, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 206,66 м², дом кирпич, дом скандинавский, catalog-plans.ru"
Проект дома №62-05: посмотреть все ракурсы и этажи,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/62-05.jpg,Одноэтажные дома,,"Проект дома №62-05. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 119,26 м²; 1 этаж; габариты 12.75×14.4 м; стены — газобетон; стиль — современный. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/62-05?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5035_62-05_facades&utm_term=odnoetazhnye-doma,,"проект дома 62-05, проект №62-05, Одноэтажные дома, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 119,26 м², дом газобетон, дом современный, catalog-plans.ru"
Проект дома №62-07: сравнить перед выбором,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/62-07.jpg,Дома до 150 м²,,"Проект дома №62-07. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 128 м²; 2 этажа; габариты 11.05×12.3 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/62-07?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5036_62-07_estimate&utm_term=doma-do-150-m,,"проект дома 62-07, проект №62-07, Дома до 150 м², готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 128 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №62-07DADM: перейти к расчёту строительства,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/62-07DADM.jpg,Фасады домов,,"Проект дома №62-07DADM. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 218,89 м²; 2 этажа; габариты 12.5×14.03 м; стены — монолит; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/62-07DADM?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5037_62-07dadm_changes&utm_term=fasady-domov,,"проект дома 62-07DADM, проект №62-07DADM, Фасады домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 218,89 м², дом монолит, дом хай-тек, catalog-plans.ru"
Проект дома №62-24B: открыть планировку и размеры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/62-24B.jpg,Дома из газобетона,,"Проект дома №62-24B. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 164,42 м²; 2 этажа; габариты 10.52×11.3 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/62-24B?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5038_62-24b_plans&utm_term=doma-iz-gazobetona,,"проект дома 62-24B, проект №62-24B, Дома из газобетона, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 164,42 м², дом газобетон, дом хай-тек, catalog-plans.ru"
"Проект дома №62-30BB: фасады, планы и характеристики",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/62-30BB.jpg,Двухэтажные дома,,"Проект дома №62-30BB. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 247,7 м²; 2 этажа; габариты 17.2×18.1 м; стены — газобетон; стиль — европейский. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/62-30BB?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5039_62-30bb_compare&utm_term=dvuhetazhnye-doma,,"проект дома 62-30BB, проект №62-30BB, Двухэтажные дома, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 247,7 м², дом газобетон, дом европейский, catalog-plans.ru"
Проект дома №62-68: проверить габариты для участка,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/62-68.jpg,Фасады домов,,"Проект дома №62-68. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 215,07 м²; 2 этажа; габариты 14.66×17.21 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/62-68?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5040_62-68_site&utm_term=fasady-domov,,"проект дома 62-68, проект №62-68, Фасады домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 215,07 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №62-68D: посмотреть все ракурсы и этажи,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/62-68D.jpg,Двухэтажные дома,,"Проект дома №62-68D. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 241,36 м²; 2 этажа; габариты 13.13×17.21 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/62-68D?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5041_62-68d_facades&utm_term=dvuhetazhnye-doma,,"проект дома 62-68D, проект №62-68D, Двухэтажные дома, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 241,36 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №62-71B: сравнить перед выбором,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/62-71B.jpg,Фасады домов,,"Проект дома №62-71B. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 180,28 м²; 2 этажа; габариты 11.06×11.06 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/62-71B?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5042_62-71b_estimate&utm_term=fasady-domov,,"проект дома 62-71B, проект №62-71B, Фасады домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 180,28 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №62-71BVAL: перейти к расчёту строительства,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/62-71BVAL.jpg,Дома из газобетона,,"Проект дома №62-71BVAL. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 164,58 м²; 3 этажа; габариты 11.3×11.3 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/62-71BVAL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5043_62-71bval_changes&utm_term=doma-iz-gazobetona,,"проект дома 62-71BVAL, проект №62-71BVAL, Дома из газобетона, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 164,58 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №62-71BVBL: открыть планировку и размеры,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/62-71BVBL.jpg,Дома 150–200 м²,,"Проект дома №62-71BVBL. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 182,78 м²; 3 этажа; габариты 11.04×11.04 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/62-71BVBL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5044_62-71bvbl_plans&utm_term=doma-150-200-m,,"проект дома 62-71BVBL, проект №62-71BVBL, Дома 150–200 м², готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 182,78 м², дом газобетон, дом хай-тек, catalog-plans.ru"
"Проект дома №62-72AL: фасады, планы и характеристики",https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/62-72AL.jpg,Большие дома,,"Проект дома №62-72AL. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 408,41 м²; 2 этажа; габариты 20.53×19.25 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/62-72AL?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5045_62-72al_compare&utm_term=bolshie-doma,,"проект дома 62-72AL, проект №62-72AL, Большие дома, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 408,41 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №62-78: проверить габариты для участка,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/62-78.jpg,Дома 150–200 м²,,"Проект дома №62-78. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 193,93 м²; 1 этаж; габариты 18.82×22.31 м; стены — газобетон; стиль — хай-тек. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/62-78?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5046_62-78_site&utm_term=doma-150-200-m,,"проект дома 62-78, проект №62-78, Дома 150–200 м², готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 193,93 м², дом газобетон, дом хай-тек, catalog-plans.ru"
Проект дома №63-05AFA: посмотреть все ракурсы и этажи,https://raw.githubusercontent.com/nemchenik/test/catalog-plans-pinterest-cards/pinterest/generated_batch_27/63-05AFA.jpg,Фасады домов,,"Проект дома №63-05AFA. На превью показана каноническая визуализация, взятая непосредственно со страницы этого проекта на catalog-plans.ru. В карточке доступны планы этажей, фасады, размеры и характеристики. Параметры: 129,04 м²; 2 этажа; габариты 8.26×10.85 м; стены — газобетон; стиль — американский. Откройте проект, проверьте планировку и сопоставьте габариты со своим участком до заказа.",https://catalog-plans.ru/catalog/63-05AFA?utm_source=pinterest&utm_medium=organic&utm_campaign=generated_house_cards_verified_batch_27&utm_content=pin_5047_63-05afa_facades&utm_term=fasady-domov,,"проект дома 63-05AFA, проект №63-05AFA, Фасады домов, готовый проект дома, планировка дома, фасады дома, дом с размерами, визуализация дома, дом 129,04 м², дом газобетон, дом американский, catalog-plans.ru"
